x	y	key	label	showSelected.variable	showSelected.value	showSelected2	PANEL	group	anchor
45.5396572339578	2	glmnet	44.110 +/- 0.377	glmnet	64	glmnet	1	2	start
46.177361498605	2	glmnet	44.778 +/- 0.365	glmnet	63	glmnet	1	2	start
46.8449581506576	2	glmnet	45.459 +/- 0.340	glmnet	62	glmnet	1	2	start
47.6121960940614	2	glmnet	46.127 +/- 0.367	glmnet	61	glmnet	1	2	start
48.2897568752491	2	glmnet	46.792 +/- 0.365	glmnet	60	glmnet	1	2	start
48.9374252690315	2	glmnet	47.438 +/- 0.371	glmnet	59	glmnet	1	2	start
49.6548425667597	2	glmnet	48.081 +/- 0.401	glmnet	58	glmnet	1	2	start
50.3622957353527	2	glmnet	48.711 +/- 0.401	glmnet	57	glmnet	1	2	start
51.0597847748107	2	glmnet	49.371 +/- 0.387	glmnet	56	glmnet	1	2	start
48.471901155839	2	glmnet	50.035 +/- 0.369	glmnet	55	glmnet	1	2	end
49.0498206456756	2	glmnet	50.664 +/- 0.375	glmnet	54	glmnet	1	2	end
49.7273814268633	2	glmnet	51.336 +/- 0.393	glmnet	53	glmnet	1	2	end
50.4447987245915	2	glmnet	51.998 +/- 0.392	glmnet	52	glmnet	1	2	end
51.1323236349143	2	glmnet	52.664 +/- 0.385	glmnet	51	glmnet	1	2	end
51.7500996412914	2	glmnet	53.298 +/- 0.376	glmnet	50	glmnet	1	2	end
52.4874451972898	2	glmnet	53.940 +/- 0.354	glmnet	49	glmnet	1	2	end
53.1052212036668	2	glmnet	54.599 +/- 0.358	glmnet	48	glmnet	1	2	end
53.8027102431248	2	glmnet	55.243 +/- 0.330	glmnet	47	glmnet	1	2	end
54.4603427660423	2	glmnet	55.892 +/- 0.326	glmnet	46	glmnet	1	2	end
55.0581905141491	2	glmnet	56.529 +/- 0.336	glmnet	45	glmnet	1	2	end
55.7257871662017	2	glmnet	57.170 +/- 0.310	glmnet	44	glmnet	1	2	end
56.283778397768	2	glmnet	57.791 +/- 0.347	glmnet	43	glmnet	1	2	end
56.981267437226	2	glmnet	58.449 +/- 0.340	glmnet	42	glmnet	1	2	end
57.7086488640893	2	glmnet	59.097 +/- 0.313	glmnet	41	glmnet	1	2	end
58.3563172578717	2	glmnet	59.738 +/- 0.307	glmnet	40	glmnet	1	2	end
59.0438421681945	2	glmnet	60.405 +/- 0.298	glmnet	39	glmnet	1	2	end
59.7214029493822	2	glmnet	61.065 +/- 0.285	glmnet	38	glmnet	1	2	end
60.4089278597051	2	glmnet	61.745 +/- 0.282	glmnet	37	glmnet	1	2	end
61.0902660157418	2	glmnet	62.434 +/- 0.285	glmnet	36	glmnet	1	2	end
61.7079804722527	2	glmnet	63.070 +/- 0.262	glmnet	35	glmnet	1	2	end
62.3854737471356	2	glmnet	63.718 +/- 0.236	glmnet	34	glmnet	1	2	end
63.0729301584139	2	glmnet	64.328 +/- 0.244	glmnet	33	glmnet	1	2	end
63.7006077513201	2	glmnet	64.984 +/- 0.244	glmnet	32	glmnet	1	2	end
64.3447588680749	2	glmnet	65.620 +/- 0.238	glmnet	31	glmnet	1	2	end
65.0023913909924	2	glmnet	66.283 +/- 0.229	glmnet	30	glmnet	1	2	end
65.6799521721802	2	glmnet	66.942 +/- 0.211	glmnet	29	glmnet	1	2	end
66.2279792746114	2	glmnet	67.581 +/- 0.212	glmnet	28	glmnet	1	2	end
66.9653248306098	2	glmnet	68.226 +/- 0.205	glmnet	27	glmnet	1	2	end
67.6161203546877	2	glmnet	68.871 +/- 0.197	glmnet	26	glmnet	1	2	end
68.2307692307692	2	glmnet	69.485 +/- 0.178	glmnet	25	glmnet	1	2	end
68.8485452371463	2	glmnet	70.095 +/- 0.175	glmnet	24	glmnet	1	2	end
69.4663212435233	2	glmnet	70.705 +/- 0.188	glmnet	23	glmnet	1	2	end
70.1239537664408	2	glmnet	71.366 +/- 0.190	glmnet	22	glmnet	1	2	end
70.7417297728179	2	glmnet	71.995 +/- 0.193	glmnet	21	glmnet	1	2	end
71.3595057791949	2	glmnet	72.566 +/- 0.208	glmnet	20	glmnet	1	2	end
71.9301584138687	2	glmnet	73.147 +/- 0.197	glmnet	19	glmnet	1	2	end
72.4582046428216	2	glmnet	73.741 +/- 0.207	glmnet	18	glmnet	1	2	end
73.0261034173558	2	glmnet	74.282 +/- 0.216	glmnet	17	glmnet	1	2	end
73.5740759190993	2	glmnet	74.811 +/- 0.186	glmnet	16	glmnet	1	2	end
74.0523064660755	2	glmnet	75.337 +/- 0.217	glmnet	15	glmnet	1	2	end
74.510610740261	2	glmnet	75.841 +/- 0.210	glmnet	14	glmnet	1	2	end
74.9390256052605	2	glmnet	76.337 +/- 0.256	glmnet	13	glmnet	1	2	end
75.36744047026	2	glmnet	76.740 +/- 0.276	glmnet	12	glmnet	1	2	end
75.7061871077015	2	glmnet	77.121 +/- 0.292	glmnet	11	glmnet	1	2	end
76.0648600179336	2	glmnet	77.507 +/- 0.316	glmnet	10	glmnet	1	2	end
76.3936435189798	2	glmnet	77.907 +/- 0.341	glmnet	9	glmnet	1	2	end
76.8519477931653	2	glmnet	78.293 +/- 0.361	glmnet	8	glmnet	1	2	end
77.3180550019928	2	glmnet	78.687 +/- 0.327	glmnet	7	glmnet	1	2	end
77.7365484256676	2	glmnet	79.067 +/- 0.353	glmnet	6	glmnet	1	2	end
78.1650059784775	2	glmnet	79.454 +/- 0.340	glmnet	5	glmnet	1	2	end
78.4340374651256	2	glmnet	79.852 +/- 0.358	glmnet	4	glmnet	1	2	end
78.8425667596652	2	glmnet	80.255 +/- 0.336	glmnet	3	glmnet	1	2	end
79.3308090872858	2	glmnet	80.647 +/- 0.290	glmnet	2	glmnet	1	2	end
79.699481865285	2	glmnet	81.064 +/- 0.310	glmnet	1	glmnet	1	2	end
80.3770426464727	2	glmnet	81.851 +/- 0.394	glmnet	0	glmnet	1	2	end
19.6229573535273	1	major.class	18.149 +/- 0.394	major.class	100	major.class	1	1	start
80.3770426464727	1	major.class	81.851 +/- 0.394	major.class	0	major.class	1	1	end
19.6229573535273	3	xgboost	18.149 +/- 0.394	xgboost	100	xgboost	1	3	start
19.9717018732563	3	xgboost	18.495 +/- 0.391	xgboost	99	xgboost	1	3	start
20.6094061379036	3	xgboost	19.205 +/- 0.381	xgboost	98	xgboost	1	3	start
21.2969310482264	3	xgboost	19.920 +/- 0.367	xgboost	97	xgboost	1	3	start
21.9844559585492	3	xgboost	20.641 +/- 0.357	xgboost	96	xgboost	1	3	start
22.8214428058988	3	xgboost	21.394 +/- 0.399	xgboost	95	xgboost	1	3	start
23.5665039354389	3	xgboost	22.090 +/- 0.412	xgboost	94	xgboost	1	3	start
24.335990434436	3	xgboost	22.815 +/- 0.437	xgboost	93	xgboost	1	3	start
25.1207532131115	3	xgboost	23.527 +/- 0.462	xgboost	92	xgboost	1	3	start
25.8978778519478	3	xgboost	24.242 +/- 0.494	xgboost	91	xgboost	1	3	start
26.6351499452028	3	xgboost	24.967 +/- 0.500	xgboost	90	xgboost	1	3	start
27.382385174853	3	xgboost	25.668 +/- 0.527	xgboost	89	xgboost	1	3	start
28.1395835408987	3	xgboost	26.350 +/- 0.547	xgboost	88	xgboost	1	3	start
28.886818770549	3	xgboost	27.056 +/- 0.570	xgboost	87	xgboost	1	3	start
29.6041645910133	3	xgboost	27.744 +/- 0.606	xgboost	86	xgboost	1	3	start
30.3144679155042	3	xgboost	28.431 +/- 0.616	xgboost	85	xgboost	1	3	start
31.0717417297728	3	xgboost	29.110 +/- 0.682	xgboost	84	xgboost	1	3	start
31.8090872857712	3	xgboost	29.770 +/- 0.746	xgboost	83	xgboost	1	3	start
32.5862893583101	3	xgboost	30.454 +/- 0.818	xgboost	82	xgboost	1	3	start
33.3535273017138	3	xgboost	31.116 +/- 0.905	xgboost	81	xgboost	1	3	start
34.0809087285771	3	xgboost	31.795 +/- 0.943	xgboost	80	xgboost	1	3	start
34.7485053806297	3	xgboost	32.436 +/- 0.987	xgboost	79	xgboost	1	3	start
35.5222676098436	3	xgboost	33.129 +/- 1.047	xgboost	78	xgboost	1	3	start
36.2196871575172	3	xgboost	33.802 +/- 1.049	xgboost	77	xgboost	1	3	start
36.8609007572738	3	xgboost	34.453 +/- 1.096	xgboost	76	xgboost	1	3	start
37.5882821841371	3	xgboost	35.146 +/- 1.117	xgboost	75	xgboost	1	3	start
38.3555201275409	3	xgboost	35.769 +/- 1.186	xgboost	74	xgboost	1	3	start
39.0131526504584	3	xgboost	36.427 +/- 1.239	xgboost	73	xgboost	1	3	start
39.6508569151056	3	xgboost	37.070 +/- 1.312	xgboost	72	xgboost	1	3	start
40.3782383419689	3	xgboost	37.743 +/- 1.405	xgboost	71	xgboost	1	3	start
41.0657632522918	3	xgboost	38.379 +/- 1.470	xgboost	70	xgboost	1	3	start
41.7831805500199	3	xgboost	39.050 +/- 1.560	xgboost	69	xgboost	1	3	start
42.5205261060183	3	xgboost	39.703 +/- 1.672	xgboost	68	xgboost	1	3	start
43.2379434037465	3	xgboost	40.346 +/- 1.775	xgboost	67	xgboost	1	3	start
43.9055400557991	3	xgboost	40.979 +/- 1.848	xgboost	66	xgboost	1	3	start
44.6528497409326	3	xgboost	41.625 +/- 1.926	xgboost	65	xgboost	1	3	start
45.3603029095257	3	xgboost	42.249 +/- 1.998	xgboost	64	xgboost	1	3	start
46.177361498605	3	xgboost	42.918 +/- 2.090	xgboost	63	xgboost	1	3	start
46.7453168593065	3	xgboost	43.522 +/- 2.196	xgboost	62	xgboost	1	3	start
47.4228776404942	3	xgboost	44.182 +/- 2.292	xgboost	61	xgboost	1	3	start
48.1303308090873	3	xgboost	44.814 +/- 2.345	xgboost	60	xgboost	1	3	start
48.8676763650857	3	xgboost	45.473 +/- 2.464	xgboost	59	xgboost	1	3	start
49.5552012754085	3	xgboost	46.099 +/- 2.573	xgboost	58	xgboost	1	3	start
50.12315663611	3	xgboost	46.694 +/- 2.639	xgboost	57	xgboost	1	3	start
50.7309685133519	3	xgboost	47.330 +/- 2.692	xgboost	56	xgboost	1	3	start
51.3686727779992	3	xgboost	47.960 +/- 2.786	xgboost	55	xgboost	1	3	start
52.0263053009167	3	xgboost	48.593 +/- 2.866	xgboost	54	xgboost	1	3	start
52.7437225986449	3	xgboost	49.226 +/- 2.973	xgboost	53	xgboost	1	3	start
53.3116779593464	3	xgboost	49.837 +/- 3.080	xgboost	52	xgboost	1	3	start
41.3973694699083	3	xgboost	50.428 +/- 3.199	xgboost	51	xgboost	1	3	end
41.7062574730969	3	xgboost	51.021 +/- 3.298	xgboost	50	xgboost	1	3	end
42.1247508967716	3	xgboost	51.622 +/- 3.363	xgboost	49	xgboost	1	3	end
51.0326823435632	3	xgboost	53.345 +/- 1.130	xgboost	48	xgboost	1	3	end
51.7102431247509	3	xgboost	54.002 +/- 1.142	xgboost	47	xgboost	1	3	end
52.3878039059386	3	xgboost	54.647 +/- 1.123	xgboost	46	xgboost	1	3	end
53.0454364288561	3	xgboost	55.240 +/- 1.111	xgboost	45	xgboost	1	3	end
53.7429254683141	3	xgboost	55.881 +/- 1.059	xgboost	44	xgboost	1	3	end
54.3607014746911	3	xgboost	56.533 +/- 1.073	xgboost	43	xgboost	1	3	end
55.0083698684735	3	xgboost	57.206 +/- 1.098	xgboost	42	xgboost	1	3	end
55.6859306496612	3	xgboost	57.822 +/- 1.071	xgboost	41	xgboost	1	3	end
56.3179236823752	3	xgboost	58.458 +/- 1.074	xgboost	40	xgboost	1	3	end
56.9015544041451	3	xgboost	59.109 +/- 1.086	xgboost	39	xgboost	1	3	end
51.3814268632922	3	xgboost	58.917 +/- 2.658	xgboost	38	xgboost	1	3	end
58.1511407791173	3	xgboost	60.386 +/- 1.085	xgboost	37	xgboost	1	3	end
58.8485603267909	3	xgboost	61.047 +/- 1.053	xgboost	36	xgboost	1	3	end
53.7728178557194	3	xgboost	60.912 +/- 2.493	xgboost	35	xgboost	1	3	end
54.2311677959346	3	xgboost	61.528 +/- 2.532	xgboost	34	xgboost	1	3	end
60.8212613330677	3	xgboost	62.953 +/- 0.933	xgboost	33	xgboost	1	3	end
61.5087177443459	3	xgboost	63.601 +/- 0.913	xgboost	32	xgboost	1	3	end
62.2061372920195	3	xgboost	64.255 +/- 0.890	xgboost	31	xgboost	1	3	end
62.8437780213211	3	xgboost	64.884 +/- 0.863	xgboost	30	xgboost	1	3	end
63.4415662050413	3	xgboost	65.521 +/- 0.842	xgboost	29	xgboost	1	3	end
64.0094649795756	3	xgboost	66.110 +/- 0.812	xgboost	28	xgboost	1	3	end
64.5574374813191	3	xgboost	66.724 +/- 0.816	xgboost	27	xgboost	1	3	end
65.2150044834114	3	xgboost	67.366 +/- 0.775	xgboost	26	xgboost	1	3	end
61.6145874850538	3	xgboost	67.435 +/- 1.945	xgboost	25	xgboost	1	3	end
62.2722200079713	3	xgboost	68.051 +/- 1.911	xgboost	24	xgboost	1	3	end
67.3471156720136	3	xgboost	69.274 +/- 0.678	xgboost	23	xgboost	1	3	end
67.9349407193385	3	xgboost	69.857 +/- 0.650	xgboost	22	xgboost	1	3	end
68.512802630268	3	xgboost	70.453 +/- 0.602	xgboost	21	xgboost	1	3	end
69.1504433595696	3	xgboost	71.055 +/- 0.548	xgboost	20	xgboost	1	3	end
69.7482315432898	3	xgboost	71.648 +/- 0.536	xgboost	19	xgboost	1	3	end
70.3858722725914	3	xgboost	72.279 +/- 0.519	xgboost	18	xgboost	1	3	end
70.9836604563117	3	xgboost	72.898 +/- 0.505	xgboost	17	xgboost	1	3	end
71.6113380492179	3	xgboost	73.491 +/- 0.508	xgboost	16	xgboost	1	3	end
72.2390156421242	3	xgboost	74.108 +/- 0.497	xgboost	15	xgboost	1	3	end
72.8069144166584	3	xgboost	74.658 +/- 0.486	xgboost	14	xgboost	1	3	end
73.4644814187506	3	xgboost	75.226 +/- 0.434	xgboost	13	xgboost	1	3	end
72.5452371462734	3	xgboost	75.528 +/- 0.836	xgboost	12	xgboost	1	3	end
72.684734954165	3	xgboost	76.002 +/- 0.957	xgboost	11	xgboost	1	3	end
73.9800717417298	3	xgboost	76.622 +/- 0.720	xgboost	10	xgboost	1	3	end
74.1394978078916	3	xgboost	77.083 +/- 0.804	xgboost	9	xgboost	1	3	end
74.6875249103228	3	xgboost	77.552 +/- 0.774	xgboost	8	xgboost	1	3	end
75.4348345954564	3	xgboost	78.051 +/- 0.690	xgboost	7	xgboost	1	3	end
76.1123953766441	3	xgboost	78.523 +/- 0.626	xgboost	6	xgboost	1	3	end
76.809884416102	3	xgboost	78.992 +/- 0.571	xgboost	5	xgboost	1	3	end
77.5173375846951	3	xgboost	79.478 +/- 0.506	xgboost	4	xgboost	1	3	end
78.2447190115584	3	xgboost	79.928 +/- 0.409	xgboost	3	xgboost	1	3	end
78.8724591470706	3	xgboost	80.423 +/- 0.389	xgboost	2	xgboost	1	3	end
79.4304503786369	3	xgboost	80.957 +/- 0.373	xgboost	1	xgboost	1	3	end
80.3770426464727	3	xgboost	81.851 +/- 0.394	xgboost	0	xgboost	1	3	end
99	2	glmnet	100.000 +/- 0.000	glmnet	100	glmnet	2	2	end
98.487929773226	2	glmnet	99.494 +/- 0.005	glmnet	99	glmnet	2	2	end
97.4881736161912	2	glmnet	98.495 +/- 0.004	glmnet	98	glmnet	2	2	end
96.4884174591563	2	glmnet	97.494 +/- 0.004	glmnet	97	glmnet	2	2	end
95.4886613021215	2	glmnet	96.494 +/- 0.004	glmnet	96	glmnet	2	2	end
94.487894350697	2	glmnet	95.496 +/- 0.005	glmnet	95	glmnet	2	2	end
93.4891489880517	2	glmnet	94.495 +/- 0.004	glmnet	94	glmnet	2	2	end
92.4891079469393	2	glmnet	93.494 +/- 0.004	glmnet	93	glmnet	2	2	end
91.489636673982	2	glmnet	92.495 +/- 0.003	glmnet	92	glmnet	2	2	end
90.4893617021277	2	glmnet	91.494 +/- 0.003	glmnet	91	glmnet	2	2	end
89.4889321333009	2	glmnet	90.494 +/- 0.004	glmnet	90	glmnet	2	2	end
88.4903682028774	2	glmnet	89.495 +/- 0.003	glmnet	89	glmnet	2	2	end
87.4893822393822	2	glmnet	88.494 +/- 0.003	glmnet	88	glmnet	2	2	end
86.4879343629344	2	glmnet	87.493 +/- 0.004	glmnet	87	glmnet	2	2	end
85.4881389092688	2	glmnet	86.495 +/- 0.004	glmnet	86	glmnet	2	2	end
84.4901483823887	2	glmnet	85.494 +/- 0.003	glmnet	85	glmnet	2	2	end
83.4906847326398	2	glmnet	84.494 +/- 0.002	glmnet	84	glmnet	2	2	end
82.4918312606681	2	glmnet	83.495 +/- 0.002	glmnet	83	glmnet	2	2	end
81.4896062606994	2	glmnet	82.494 +/- 0.003	glmnet	82	glmnet	2	2	end
80.4886888834833	2	glmnet	81.493 +/- 0.004	glmnet	81	glmnet	2	2	end
79.4898648648649	2	glmnet	80.493 +/- 0.003	glmnet	80	glmnet	2	2	end
78.488416988417	2	glmnet	79.492 +/- 0.002	glmnet	79	glmnet	2	2	end
77.4895070766227	2	glmnet	78.494 +/- 0.004	glmnet	78	glmnet	2	2	end
76.4883834678406	2	glmnet	77.494 +/- 0.004	glmnet	77	glmnet	2	2	end
75.4885309907272	2	glmnet	76.494 +/- 0.004	glmnet	76	glmnet	2	2	end
74.4880429477794	2	glmnet	75.493 +/- 0.003	glmnet	75	glmnet	2	2	end
73.4906673173112	2	glmnet	74.494 +/- 0.003	glmnet	74	glmnet	2	2	end
72.4898508192712	2	glmnet	73.494 +/- 0.003	glmnet	73	glmnet	2	2	end
71.4884456336658	2	glmnet	72.494 +/- 0.004	glmnet	72	glmnet	2	2	end
70.4888996138996	2	glmnet	71.494 +/- 0.004	glmnet	71	glmnet	2	2	end
69.4880126566874	2	glmnet	70.494 +/- 0.004	glmnet	70	glmnet	2	2	end
68.4888373795291	2	glmnet	69.494 +/- 0.004	glmnet	69	glmnet	2	2	end
67.4884713919727	2	glmnet	68.494 +/- 0.004	glmnet	68	glmnet	2	2	end
66.4881054044163	2	glmnet	67.494 +/- 0.003	glmnet	67	glmnet	2	2	end
65.4892330026615	2	glmnet	66.495 +/- 0.003	glmnet	66	glmnet	2	2	end
64.492277992278	2	glmnet	65.496 +/- 0.002	glmnet	65	glmnet	2	2	end
63.4882560545211	2	glmnet	64.494 +/- 0.004	glmnet	64	glmnet	2	2	end
62.4882023838482	2	glmnet	63.494 +/- 0.005	glmnet	63	glmnet	2	2	end
61.4908781318414	2	glmnet	62.496 +/- 0.003	glmnet	62	glmnet	2	2	end
60.4913676992776	2	glmnet	61.495 +/- 0.003	glmnet	61	glmnet	2	2	end
59.4887490926688	2	glmnet	60.495 +/- 0.003	glmnet	60	glmnet	2	2	end
58.4888725849841	2	glmnet	59.496 +/- 0.003	glmnet	59	glmnet	2	2	end
57.4884994523549	2	glmnet	58.494 +/- 0.004	glmnet	58	glmnet	2	2	end
56.4885071376724	2	glmnet	57.494 +/- 0.004	glmnet	57	glmnet	2	2	end
55.4909712054661	2	glmnet	56.494 +/- 0.003	glmnet	56	glmnet	2	2	end
54.4898648648649	2	glmnet	55.493 +/- 0.003	glmnet	55	glmnet	2	2	end
53.4879591340307	2	glmnet	54.494 +/- 0.005	glmnet	54	glmnet	2	2	end
52.4895070766227	2	glmnet	53.496 +/- 0.004	glmnet	53	glmnet	2	2	end
51.4887428501886	2	glmnet	52.493 +/- 0.004	glmnet	52	glmnet	2	2	end
50.4880232276797	2	glmnet	51.494 +/- 0.004	glmnet	51	glmnet	2	2	end
49.4880429477794	2	glmnet	50.494 +/- 0.004	glmnet	50	glmnet	2	2	end
50.4997559785261	2	glmnet	49.493 +/- 0.004	glmnet	49	glmnet	2	2	start
49.4998790225018	2	glmnet	48.494 +/- 0.004	glmnet	48	glmnet	2	2	start
48.4990872581234	2	glmnet	47.494 +/- 0.004	glmnet	47	glmnet	2	2	start
47.4982918496828	2	glmnet	46.492 +/- 0.004	glmnet	46	glmnet	2	2	start
46.4998783750912	2	glmnet	45.494 +/- 0.005	glmnet	45	glmnet	2	2	start
45.4980694980695	2	glmnet	44.494 +/- 0.003	glmnet	44	glmnet	2	2	start
44.4968277208394	2	glmnet	43.493 +/- 0.003	glmnet	43	glmnet	2	2	start
43.4993951125091	2	glmnet	42.494 +/- 0.004	glmnet	42	glmnet	2	2	start
42.4993306559572	2	glmnet	41.494 +/- 0.004	glmnet	41	glmnet	2	2	start
41.498899486427	2	glmnet	40.492 +/- 0.003	glmnet	40	glmnet	2	2	start
40.4991531575127	2	glmnet	39.493 +/- 0.003	glmnet	39	glmnet	2	2	start
39.4963879025346	2	glmnet	38.493 +/- 0.002	glmnet	38	glmnet	2	2	start
38.4969593772805	2	glmnet	37.492 +/- 0.003	glmnet	37	glmnet	2	2	start
37.4996351252737	2	glmnet	36.494 +/- 0.005	glmnet	36	glmnet	2	2	start
36.4995740537909	2	glmnet	35.494 +/- 0.004	glmnet	35	glmnet	2	2	start
35.4956563706564	2	glmnet	34.492 +/- 0.002	glmnet	34	glmnet	2	2	start
34.49866924752	2	glmnet	33.492 +/- 0.003	glmnet	33	glmnet	2	2	start
33.4996950103696	2	glmnet	32.494 +/- 0.003	glmnet	32	glmnet	2	2	start
32.4993290228132	2	glmnet	31.493 +/- 0.004	glmnet	31	glmnet	2	2	start
31.4989630352568	2	glmnet	30.494 +/- 0.004	glmnet	30	glmnet	2	2	start
30.4998174516247	2	glmnet	29.493 +/- 0.006	glmnet	29	glmnet	2	2	start
29.4990347490348	2	glmnet	28.493 +/- 0.004	glmnet	28	glmnet	2	2	start
28.4993918754561	2	glmnet	27.494 +/- 0.005	glmnet	27	glmnet	2	2	start
27.4979212521399	2	glmnet	26.494 +/- 0.003	glmnet	26	glmnet	2	2	start
26.4971330974747	2	glmnet	25.493 +/- 0.003	glmnet	25	glmnet	2	2	start
25.4997559785261	2	glmnet	24.495 +/- 0.003	glmnet	24	glmnet	2	2	start
24.4992679355783	2	glmnet	23.494 +/- 0.004	glmnet	23	glmnet	2	2	start
23.4993886035706	2	glmnet	22.493 +/- 0.004	glmnet	22	glmnet	2	2	start
22.4982918496828	2	glmnet	21.494 +/- 0.004	glmnet	21	glmnet	2	2	start
21.4995173745174	2	glmnet	20.496 +/- 0.002	glmnet	20	glmnet	2	2	start
20.4980694980695	2	glmnet	19.495 +/- 0.003	glmnet	19	glmnet	2	2	start
19.4991486256385	2	glmnet	18.495 +/- 0.004	glmnet	18	glmnet	2	2	start
18.4981658107117	2	glmnet	17.494 +/- 0.003	glmnet	17	glmnet	2	2	start
17.4959765910753	2	glmnet	16.493 +/- 0.002	glmnet	16	glmnet	2	2	start
16.4972175175417	2	glmnet	15.494 +/- 0.002	glmnet	15	glmnet	2	2	start
15.4976891267332	2	glmnet	14.494 +/- 0.003	glmnet	14	glmnet	2	2	start
14.4996331621423	2	glmnet	13.493 +/- 0.004	glmnet	13	glmnet	2	2	start
13.5	2	glmnet	12.495 +/- 0.004	glmnet	12	glmnet	2	2	start
12.4985521235521	2	glmnet	11.494 +/- 0.003	glmnet	11	glmnet	2	2	start
11.4974396488661	2	glmnet	10.493 +/- 0.003	glmnet	10	glmnet	2	2	start
10.498905375821	2	glmnet	9.494 +/- 0.004	glmnet	9	glmnet	2	2	start
9.49841036928344	2	glmnet	8.494 +/- 0.003	glmnet	8	glmnet	2	2	start
8.49817117776152	2	glmnet	7.493 +/- 0.003	glmnet	7	glmnet	2	2	start
7.49872216137276	2	glmnet	6.494 +/- 0.004	glmnet	6	glmnet	2	2	start
6.49865886369178	2	glmnet	5.493 +/- 0.004	glmnet	5	glmnet	2	2	start
5.49987772071411	2	glmnet	4.492 +/- 0.005	glmnet	4	glmnet	2	2	start
4.49914654962204	2	glmnet	3.494 +/- 0.004	glmnet	3	glmnet	2	2	start
3.49939039258717	2	glmnet	2.494 +/- 0.004	glmnet	2	glmnet	2	2	start
2.4996342355523	2	glmnet	1.493 +/- 0.004	glmnet	1	glmnet	2	2	start
1	2	glmnet	0.000 +/- 0.000	glmnet	0	glmnet	2	2	start
99	1	major.class	100.000 +/- 0.000	major.class	100	major.class	2	1	end
1	1	major.class	0.000 +/- 0.000	major.class	0	major.class	2	1	start
99	3	xgboost	100.000 +/- 0.000	xgboost	100	xgboost	2	3	end
98.4766946574176	3	xgboost	99.493 +/- 0.008	xgboost	99	xgboost	2	3	end
97.4715089263879	3	xgboost	98.491 +/- 0.008	xgboost	98	xgboost	2	3	end
