colour	x	y	key	showSelected.variable	showSelected.value	showSelected2	PANEL	fill
#FF0000	69.453023811896	2	glmnet 1	glmnet	25	glmnet	1	#FF0000
#FF0000	70.0508119956162	2	glmnet 1	glmnet	24	glmnet	1	#FF0000
#FF0000	70.6286739065458	2	glmnet 1	glmnet	23	glmnet	1	#FF0000
#FF0000	71.2862409086381	2	glmnet 1	glmnet	22	glmnet	1	#FF0000
#FF0000	71.8641028195676	2	glmnet 1	glmnet	21	glmnet	1	#FF0000
#FF0000	72.3821859121251	2	glmnet 1	glmnet	20	glmnet	1	#FF0000
#FF0000	72.9799740958454	2	glmnet 1	glmnet	19	glmnet	1	#FF0000
#FF0000	73.5279465975889	2	glmnet 1	glmnet	18	glmnet	1	#FF0000
#FF0000	74.0261034173558	2	glmnet 1	glmnet	17	glmnet	1	#FF0000
#FF0000	74.5840390554947	2	glmnet 1	glmnet	16	glmnet	1	#FF0000
#FF0000	75.0523064660755	2	glmnet 1	glmnet	15	glmnet	1	#FF0000
#FF0000	75.510610740261	2	glmnet 1	glmnet	14	glmnet	1	#FF0000
#FF0000	75.9390256052605	2	glmnet 1	glmnet	13	glmnet	1	#FF0000
#FF0000	76.36744047026	2	glmnet 1	glmnet	12	glmnet	1	#FF0000
#FF0000	76.7061871077015	2	glmnet 1	glmnet	11	glmnet	1	#FF0000
#FF0000	77.0648600179337	2	glmnet 1	glmnet	10	glmnet	1	#FF0000
#FF0000	77.3936435189798	2	glmnet 1	glmnet	9	glmnet	1	#FF0000
#FF0000	77.8519477931653	2	glmnet 1	glmnet	8	glmnet	1	#FF0000
#FF0000	78.3799940221182	2	glmnet 1	glmnet	7	glmnet	1	#FF0000
#FF0000	78.8283351599083	2	glmnet 1	glmnet	6	glmnet	1	#FF0000
#FF0000	79.2268606157218	2	glmnet 1	glmnet	5	glmnet	1	#FF0000
#FF0000	79.7150542990934	2	glmnet 1	glmnet	4	glmnet	1	#FF0000
#FF0000	80.2132111188602	2	glmnet 1	glmnet	3	glmnet	1	#FF0000
#FF0000	80.6216997110691	2	glmnet 1	glmnet	2	glmnet	1	#FF0000
#FF0000	80.9504832121152	2	glmnet 1	glmnet	1	glmnet	1	#FF0000
#FF0000	81.7176447145562	2	glmnet 1	glmnet	0	glmnet	1	#FF0000
#FF0000	18.1329082395138	2	glmnet 2	glmnet	100	glmnet	1	#FF0000
#FF0000	18.551359968118	2	glmnet 2	glmnet	99	glmnet	1	#FF0000
#FF0000	19.3683371525356	2	glmnet 2	glmnet	98	glmnet	1	#FF0000
#FF0000	20.1753512005579	2	glmnet 2	glmnet	97	glmnet	1	#FF0000
#FF0000	20.9624389757896	2	glmnet 2	glmnet	96	glmnet	1	#FF0000
#FF0000	21.7594898874166	2	glmnet 2	glmnet	95	glmnet	1	#FF0000
#FF0000	22.4967619806715	2	glmnet 2	glmnet	94	glmnet	1	#FF0000
#FF0000	23.3137391650892	2	glmnet 2	glmnet	93	glmnet	1	#FF0000
#FF0000	24.0908638039255	2	glmnet 2	glmnet	92	glmnet	1	#FF0000
#FF0000	24.8380990335758	2	glmnet 2	glmnet	91	glmnet	1	#FF0000
#FF0000	25.5853342632261	2	glmnet 2	glmnet	90	glmnet	1	#FF0000
#FF0000	26.3126432200857	2	glmnet 2	glmnet	89	glmnet	1	#FF0000
#FF0000	27.0399521769453	2	glmnet 2	glmnet	88	glmnet	1	#FF0000
#FF0000	27.8469662249676	2	glmnet 2	glmnet	87	glmnet	1	#FF0000
#FF0000	28.6141277274086	2	glmnet 2	glmnet	86	glmnet	1	#FF0000
#FF0000	29.3414366842682	2	glmnet 2	glmnet	85	glmnet	1	#FF0000
#FF0000	30.0886719139185	2	glmnet 2	glmnet	84	glmnet	1	#FF0000
#FF0000	30.8657965527548	2	glmnet 2	glmnet	83	glmnet	1	#FF0000
#FF0000	31.5432898276377	2	glmnet 2	glmnet	82	glmnet	1	#FF0000
#FF0000	32.3104513300787	2	glmnet 2	glmnet	81	glmnet	1	#FF0000
#FF0000	33.057686559729	2	glmnet 2	glmnet	80	glmnet	1	#FF0000
#FF0000	33.8148849257746	2	glmnet 2	glmnet	79	glmnet	1	#FF0000
#FF0000	34.5322307462389	2	glmnet 2	glmnet	78	glmnet	1	#FF0000
#FF0000	35.2695028394939	2	glmnet 2	glmnet	77	glmnet	1	#FF0000
#FF0000	35.9868486599582	2	glmnet 2	glmnet	76	glmnet	1	#FF0000
#FF0000	36.7041944804224	2	glmnet 2	glmnet	75	glmnet	1	#FF0000
#FF0000	37.4813191192587	2	glmnet 2	glmnet	74	glmnet	1	#FF0000
#FF0000	38.168775530537	2	glmnet 2	glmnet	73	glmnet	1	#FF0000
#FF0000	38.8861213510013	2	glmnet 2	glmnet	72	glmnet	1	#FF0000
#FF0000	39.5835408986749	2	glmnet 2	glmnet	71	glmnet	1	#FF0000
#FF0000	40.1713659459998	2	glmnet 2	glmnet	70	glmnet	1	#FF0000
#FF0000	40.8289329480921	2	glmnet 2	glmnet	69	glmnet	1	#FF0000
#FF0000	41.4267211318123	2	glmnet 2	glmnet	68	glmnet	1	#FF0000
#FF0000	42.0842881339046	2	glmnet 2	glmnet	67	glmnet	1	#FF0000
#FF0000	42.7518182723922	2	glmnet 2	glmnet	66	glmnet	1	#FF0000
#FF0000	43.3894590016937	2	glmnet 2	glmnet	65	glmnet	1	#FF0000
#FF0000	44.047026003786	2	glmnet 2	glmnet	64	glmnet	1	#FF0000
#FF0000	44.6647404602969	2	glmnet 2	glmnet	63	glmnet	1	#FF0000
#FF0000	45.3422337351798	2	glmnet 2	glmnet	62	glmnet	1	#FF0000
#FF0000	46.0795058284348	2	glmnet 2	glmnet	61	glmnet	1	#FF0000
#FF0000	46.7769253761084	2	glmnet 2	glmnet	60	glmnet	1	#FF0000
#FF0000	47.384676696224	2	glmnet 2	glmnet	59	glmnet	1	#FF0000
#FF0000	48.1219487894789	2	glmnet 2	glmnet	58	glmnet	1	#FF0000
#FF0000	48.8492577463386	2	glmnet 2	glmnet	57	glmnet	1	#FF0000
#FF0000	49.4968616120355	2	glmnet 2	glmnet	56	glmnet	1	#FF0000
#FF0000	50.1743548869184	2	glmnet 2	glmnet	55	glmnet	1	#FF0000
#FF0000	50.6824748430806	2	glmnet 2	glmnet	54	glmnet	1	#FF0000
#FF0000	51.3699312543589	2	glmnet 2	glmnet	53	glmnet	1	#FF0000
#FF0000	52.0773139384278	2	glmnet 2	glmnet	52	glmnet	1	#FF0000
#FF0000	52.7448440769154	2	glmnet 2	glmnet	51	glmnet	1	#FF0000
#FF0000	53.3326691242403	2	glmnet 2	glmnet	50	glmnet	1	#FF0000
#FF0000	53.9204941715652	2	glmnet 2	glmnet	49	glmnet	1	#FF0000
#FF0000	54.5780611736575	2	glmnet 2	glmnet	48	glmnet	1	#FF0000
#FF0000	55.185812493773	2	glmnet 2	glmnet	47	glmnet	1	#FF0000
#FF0000	55.8433794958653	2	glmnet 2	glmnet	46	glmnet	1	#FF0000
#FF0000	56.5308359071436	2	glmnet 2	glmnet	45	glmnet	1	#FF0000
#FF0000	57.0987346816778	2	glmnet 2	glmnet	44	glmnet	1	#FF0000
#FF0000	57.666633456212	2	glmnet 2	glmnet	43	glmnet	1	#FF0000
#FF0000	58.3042741855136	2	glmnet 2	glmnet	42	glmnet	1	#FF0000
#FF0000	58.8721729600478	2	glmnet 2	glmnet	41	glmnet	1	#FF0000
#FF0000	59.5098136893494	2	glmnet 2	glmnet	40	glmnet	1	#FF0000
#FF0000	60.1574175550463	2	glmnet 2	glmnet	39	glmnet	1	#FF0000
#FF0000	60.8050214207433	2	glmnet 2	glmnet	38	glmnet	1	#FF0000
#FF0000	61.4326990136495	2	glmnet 2	glmnet	37	glmnet	1	#FF0000
#FF0000	62.0902660157418	2	glmnet 2	glmnet	36	glmnet	1	#FF0000
#FF0000	62.7079804722527	2	glmnet 2	glmnet	35	glmnet	1	#FF0000
#FF0000	63.3854737471356	2	glmnet 2	glmnet	34	glmnet	1	#FF0000
#FF0000	64.0729301584139	2	glmnet 2	glmnet	33	glmnet	1	#FF0000
#FF0000	64.7006077513201	2	glmnet 2	glmnet	32	glmnet	1	#FF0000
#FF0000	65.3681378898077	2	glmnet 2	glmnet	31	glmnet	1	#FF0000
#FF0000	66.0356680282953	2	glmnet 2	glmnet	30	glmnet	1	#FF0000
#FF0000	66.6932350303876	2	glmnet 2	glmnet	29	glmnet	1	#FF0000
#FF0000	67.3508020324798	2	glmnet 2	glmnet	28	glmnet	1	#FF0000
#FF0000	67.9685164889908	2	glmnet 2	glmnet	27	glmnet	1	#FF0000
#FF0000	68.6161203546877	2	glmnet 2	glmnet	26	glmnet	1	#FF0000
#FF0000	69.3035767659659	2	glmnet 2	glmnet	25	glmnet	1	#FF0000
#FF0000	69.9013649496862	2	glmnet 2	glmnet	24	glmnet	1	#FF0000
#FF0000	70.4692637242204	2	glmnet 2	glmnet	23	glmnet	1	#FF0000
#FF0000	71.1766464082893	2	glmnet 2	glmnet	22	glmnet	1	#FF0000
#FF0000	71.8242502739863	2	glmnet 2	glmnet	21	glmnet	1	#FF0000
#FF0000	72.3921490485205	2	glmnet 2	glmnet	20	glmnet	1	#FF0000
#FF0000	72.9301584138687	2	glmnet 2	glmnet	19	glmnet	1	#FF0000
#FF0000	73.4582046428216	2	glmnet 2	glmnet	18	glmnet	1	#FF0000
#FF0000	74.0261034173558	2	glmnet 2	glmnet	17	glmnet	1	#FF0000
#FF0000	74.5740759190993	2	glmnet 2	glmnet	16	glmnet	1	#FF0000
#FF0000	75.0921590116569	2	glmnet 2	glmnet	15	glmnet	1	#FF0000
#FF0000	75.6700209225864	2	glmnet 2	glmnet	14	glmnet	1	#FF0000
#FF0000	76.0486201056093	2	glmnet 2	glmnet	13	glmnet	1	#FF0000
#FF0000	76.4471455614227	2	glmnet 2	glmnet	12	glmnet	1	#FF0000
#FF0000	76.8456710172362	2	glmnet 2	glmnet	11	glmnet	1	#FF0000
#FF0000	77.2840490186311	2	glmnet 2	glmnet	10	glmnet	1	#FF0000
#FF0000	77.6825744744446	2	glmnet 2	glmnet	9	glmnet	1	#FF0000
#FF0000	78.1408787486301	2	glmnet 2	glmnet	8	glmnet	1	#FF0000
#FF0000	78.6191092956063	2	glmnet 2	glmnet	7	glmnet	1	#FF0000
#FF0000	79.0574872970011	2	glmnet 2	glmnet	6	glmnet	1	#FF0000
#FF0000	79.4161602072332	2	glmnet 2	glmnet	5	glmnet	1	#FF0000
#FF0000	79.8744644814188	2	glmnet 2	glmnet	4	glmnet	1	#FF0000
#FF0000	80.3726213011856	2	glmnet 2	glmnet	3	glmnet	1	#FF0000
#FF0000	80.8010361661851	2	glmnet 2	glmnet	2	glmnet	1	#FF0000
#FF0000	81.0401514396732	2	glmnet 2	glmnet	1	glmnet	1	#FF0000
#FF0000	81.8670917604862	2	glmnet 2	glmnet	0	glmnet	1	#FF0000
#FF0000	17.6365085691511	2	glmnet 3	glmnet	100	glmnet	1	#FF0000
#FF0000	18.0550019928258	2	glmnet 3	glmnet	99	glmnet	1	#FF0000
#FF0000	18.8720605819051	2	glmnet 3	glmnet	98	glmnet	1	#FF0000
#FF0000	19.6891191709845	2	glmnet 3	glmnet	97	glmnet	1	#FF0000
#FF0000	20.4862495017935	2	glmnet 3	glmnet	96	glmnet	1	#FF0000
#FF0000	21.2933439617377	2	glmnet 3	glmnet	95	glmnet	1	#FF0000
#FF0000	22.1203666799522	2	glmnet 3	glmnet	94	glmnet	1	#FF0000
#FF0000	22.9274611398964	2	glmnet 3	glmnet	93	glmnet	1	#FF0000
#FF0000	23.7046632124352	2	glmnet 3	glmnet	92	glmnet	1	#FF0000
#FF0000	24.4619370267039	2	glmnet 3	glmnet	91	glmnet	1	#FF0000
#FF0000	25.259067357513	2	glmnet 3	glmnet	90	glmnet	1	#FF0000
#FF0000	25.9964129135114	2	glmnet 3	glmnet	89	glmnet	1	#FF0000
#FF0000	26.8035073734556	2	glmnet 3	glmnet	88	glmnet	1	#FF0000
#FF0000	27.5906735751295	2	glmnet 3	glmnet	87	glmnet	1	#FF0000
#FF0000	28.3379832602631	2	glmnet 3	glmnet	86	glmnet	1	#FF0000
#FF0000	29.0952570745317	2	glmnet 3	glmnet	85	glmnet	1	#FF0000
#FF0000	29.8126743722599	2	glmnet 3	glmnet	84	glmnet	1	#FF0000
#FF0000	30.5300916699881	2	glmnet 3	glmnet	83	glmnet	1	#FF0000
#FF0000	31.1677959346353	2	glmnet 3	glmnet	82	glmnet	1	#FF0000
#FF0000	31.8951773614986	2	glmnet 3	glmnet	81	glmnet	1	#FF0000
#FF0000	32.5926664009566	2	glmnet 3	glmnet	80	glmnet	1	#FF0000
#FF0000	33.330011956955	2	glmnet 3	glmnet	79	glmnet	1	#FF0000
#FF0000	33.9677162216022	2	glmnet 3	glmnet	78	glmnet	1	#FF0000
#FF0000	34.6950976484655	2	glmnet 3	glmnet	77	glmnet	1	#FF0000
#FF0000	35.4523714627342	2	glmnet 3	glmnet	76	glmnet	1	#FF0000
#FF0000	36.229573535273	2	glmnet 3	glmnet	75	glmnet	1	#FF0000
#FF0000	36.8971701873256	2	glmnet 3	glmnet	74	glmnet	1	#FF0000
#FF0000	37.5946592267836	2	glmnet 3	glmnet	73	glmnet	1	#FF0000
#FF0000	38.332004782782	2	glmnet 3	glmnet	72	glmnet	1	#FF0000
#FF0000	39.0195296931048	2	glmnet 3	glmnet	71	glmnet	1	#FF0000
#FF0000	39.736946990833	2	glmnet 3	glmnet	70	glmnet	1	#FF0000
#FF0000	40.4244719011558	2	glmnet 3	glmnet	69	glmnet	1	#FF0000
#FF0000	41.0920685532084	2	glmnet 3	glmnet	68	glmnet	1	#FF0000
#FF0000	41.7098445595855	2	glmnet 3	glmnet	67	glmnet	1	#FF0000
#FF0000	42.3774412116381	2	glmnet 3	glmnet	66	glmnet	1	#FF0000
#FF0000	42.9752889597449	2	glmnet 3	glmnet	65	glmnet	1	#FF0000
#FF0000	43.6628138700678	2	glmnet 3	glmnet	64	glmnet	1	#FF0000
#FF0000	44.3403746512555	2	glmnet 3	glmnet	63	glmnet	1	#FF0000
#FF0000	45.0777202072539	2	glmnet 3	glmnet	62	glmnet	1	#FF0000
#FF0000	45.6456755679554	2	glmnet 3	glmnet	61	glmnet	1	#FF0000
#FF0000	46.3232363491431	2	glmnet 3	glmnet	60	glmnet	1	#FF0000
#FF0000	46.9509764846552	2	glmnet 3	glmnet	59	glmnet	1	#FF0000
#FF0000	47.5189318453567	2	glmnet 3	glmnet	58	glmnet	1	#FF0000
#FF0000	48.2164208848147	2	glmnet 3	glmnet	57	glmnet	1	#FF0000
#FF0000	48.9139099242726	2	glmnet 3	glmnet	56	glmnet	1	#FF0000
#FF0000	49.6313272220008	2	glmnet 3	glmnet	55	glmnet	1	#FF0000
#FF0000	50.2690314866481	2	glmnet 3	glmnet	54	glmnet	1	#FF0000
#FF0000	50.9166998804305	2	glmnet 3	glmnet	53	glmnet	1	#FF0000
#FF0000	51.4846552411319	2	glmnet 3	glmnet	52	glmnet	1	#FF0000
#FF0000	52.1721801514548	2	glmnet 3	glmnet	51	glmnet	1	#FF0000
#FF0000	52.8796333200478	2	glmnet 3	glmnet	50	glmnet	1	#FF0000
#FF0000	53.50737345556	2	glmnet 3	glmnet	49	glmnet	1	#FF0000
#FF0000	54.1052212036668	2	glmnet 3	glmnet	48	glmnet	1	#FF0000
#FF0000	54.8027102431248	2	glmnet 3	glmnet	47	glmnet	1	#FF0000
#FF0000	55.4603427660423	2	glmnet 3	glmnet	46	glmnet	1	#FF0000
#FF0000	56.0581905141491	2	glmnet 3	glmnet	45	glmnet	1	#FF0000
#FF0000	56.7257871662017	2	glmnet 3	glmnet	44	glmnet	1	#FF0000
#FF0000	57.2837783977681	2	glmnet 3	glmnet	43	glmnet	1	#FF0000
#FF0000	57.981267437226	2	glmnet 3	glmnet	42	glmnet	1	#FF0000
#FF0000	58.7186129932244	2	glmnet 3	glmnet	41	glmnet	1	#FF0000
#FF0000	59.3762455161419	2	glmnet 3	glmnet	40	glmnet	1	#FF0000
#FF0000	60.0637704264647	2	glmnet 3	glmnet	39	glmnet	1	#FF0000
#FF0000	60.7413312076525	2	glmnet 3	glmnet	38	glmnet	1	#FF0000
#FF0000	61.4388202471104	2	glmnet 3	glmnet	37	glmnet	1	#FF0000
#FF0000	62.0964527700279	2	glmnet 3	glmnet	36	glmnet	1	#FF0000
#FF0000	62.7839776803507	2	glmnet 3	glmnet	35	glmnet	1	#FF0000
#FF0000	63.4615384615385	2	glmnet 3	glmnet	34	glmnet	1	#FF0000
#FF0000	64.0793144679155	2	glmnet 3	glmnet	33	glmnet	1	#FF0000
#FF0000	64.7269828616979	2	glmnet 3	glmnet	32	glmnet	1	#FF0000
#FF0000	65.3646871263452	2	glmnet 3	glmnet	31	glmnet	1	#FF0000
#FF0000	66.0721402949382	2	glmnet 3	glmnet	30	glmnet	1	#FF0000
#FF0000	66.7895575926664	2	glmnet 3	glmnet	29	glmnet	1	#FF0000
#FF0000	67.5169390195297	2	glmnet 3	glmnet	28	glmnet	1	#FF0000
#FF0000	68.0948585093663	2	glmnet 3	glmnet	27	glmnet	1	#FF0000
#FF0000	68.7823834196891	2	glmnet 3	glmnet	26	glmnet	1	#FF0000
#FF0000	69.3901952969311	2	glmnet 3	glmnet	25	glmnet	1	#FF0000
#FF0000	69.998007174173	2	glmnet 3	glmnet	24	glmnet	1	#FF0000
#FF0000	70.6456755679554	2	glmnet 3	glmnet	23	glmnet	1	#FF0000
#FF0000	71.2933439617378	2	glmnet 3	glmnet	22	glmnet	1	#FF0000
#FF0000	71.9808688720606	2	glmnet 3	glmnet	21	glmnet	1	#FF0000
#FF0000	72.5288959744918	2	glmnet 3	glmnet	20	glmnet	1	#FF0000
#FF0000	73.1068154643284	2	glmnet 3	glmnet	19	glmnet	1	#FF0000
#FF0000	73.7445197289757	2	glmnet 3	glmnet	18	glmnet	1	#FF0000
#FF0000	74.3124750896772	2	glmnet 3	glmnet	17	glmnet	1	#FF0000
#FF0000	74.8505380629733	2	glmnet 3	glmnet	16	glmnet	1	#FF0000
#FF0000	75.4184934236748	2	glmnet 3	glmnet	15	glmnet	1	#FF0000
#FF0000	75.966520526106	2	glmnet 3	glmnet	14	glmnet	1	#FF0000
#FF0000	76.5643682742129	2	glmnet 3	glmnet	13	glmnet	1	#FF0000
#FF0000	77.0725388601036	2	glmnet 3	glmnet	12	glmnet	1	#FF0000
#FF0000	77.451175767238	2	glmnet 3	glmnet	11	glmnet	1	#FF0000
#FF0000	77.9493822239936	2	glmnet 3	glmnet	10	glmnet	1	#FF0000
#FF0000	78.4276604224791	2	glmnet 3	glmnet	9	glmnet	1	#FF0000
#FF0000	78.7863690713432	2	glmnet 3	glmnet	8	glmnet	1	#FF0000
#FF0000	79.1351135910722	2	glmnet 3	glmnet	7	glmnet	1	#FF0000
#FF0000	79.5436428856118	2	glmnet 3	glmnet	6	glmnet	1	#FF0000
#FF0000	79.8923874053408	2	glmnet 3	glmnet	5	glmnet	1	#FF0000
#FF0000	80.1913112793942	2	glmnet 3	glmnet	4	glmnet	1	#FF0000
#FF0000	80.3905938620965	2	glmnet 3	glmnet	3	glmnet	1	#FF0000
#FF0000	80.789159027501	2	glmnet 3	glmnet	2	glmnet	1	#FF0000
#FF0000	81.3571143882025	2	glmnet 3	glmnet	1	glmnet	1	#FF0000
#FF0000	82.3634914308489	2	glmnet 3	glmnet	0	glmnet	1	#FF0000
#FF0000	18.6229573535273	2	glmnet 4	glmnet	100	glmnet	1	#FF0000
#FF0000	19.031486648067	2	glmnet 4	glmnet	99	glmnet	1	#FF0000
#FF0000	19.8385811080112	2	glmnet 4	glmnet	98	glmnet	1	#FF0000
#FF0000	20.6456755679554	2	glmnet 4	glmnet	97	glmnet	1	#FF0000
#FF0000	21.4428058987645	2	glmnet 4	glmnet	96	glmnet	1	#FF0000
#FF0000	22.2399362295735	2	glmnet 4	glmnet	95	glmnet	1	#FF0000
#FF0000	23.0370665603826	2	glmnet 4	glmnet	94	glmnet	1	#FF0000
#FF0000	23.8242327620566	2	glmnet 4	glmnet	93	glmnet	1	#FF0000
#FF0000	24.6213630928657	2	glmnet 4	glmnet	92	glmnet	1	#FF0000
#FF0000	25.3985651654045	2	glmnet 4	glmnet	91	glmnet	1	#FF0000
#FF0000	26.1658031088083	2	glmnet 4	glmnet	90	glmnet	1	#FF0000
#FF0000	26.9031486648067	2	glmnet 4	glmnet	89	glmnet	1	#FF0000
#FF0000	27.7002789956158	2	glmnet 4	glmnet	88	glmnet	1	#FF0000
#FF0000	28.4276604224791	2	glmnet 4	glmnet	87	glmnet	1	#FF0000
#FF0000	29.1948983658828	2	glmnet 4	glmnet	86	glmnet	1	#FF0000
#FF0000	29.9521721801515	2	glmnet 4	glmnet	85	glmnet	1	#FF0000
#FF0000	30.6496612196094	2	glmnet 4	glmnet	84	glmnet	1	#FF0000
#FF0000	31.3471502590674	2	glmnet 4	glmnet	83	glmnet	1	#FF0000
#FF0000	32.0546034276604	2	glmnet 4	glmnet	82	glmnet	1	#FF0000
#FF0000	32.7421283379833	2	glmnet 4	glmnet	81	glmnet	1	#FF0000
#FF0000	33.4994021522519	2	glmnet 4	glmnet	80	glmnet	1	#FF0000
